id,instance,goal,result,duration,verdict,corr_result
134,aba_25_0.1_10_10_4.aba,s10,YES,0.08,corr,YES
135,aba_5000_0.3_10_10_3.aba,s805,,600.0,TIMEOUT,?
136,aba_5000_0.1_5_10_8.aba,s478,YES,3.97,corr,YES
137,aba_2000_0.3_5_5_5.aba,s1864,YES,398.62,corr,YES
138,aba_100_0.3_10_10_1.aba,s51,NO,0.12,corr,NO
139,aba_500_0.3_10_5_8.aba,s132,NO,0.23,corr,NO
140,aba_2000_0.1_5_10_3.aba,s16,NO,0.74,corr,NO
141,aba_2000_0.1_5_10_1.aba,s368,YES,0.73,corr,YES
142,aba_100_0.3_5_5_9.aba,s100,NO,0.09,corr,NO
143,aba_100_0.1_5_5_2.aba,s55,YES,0.08,corr,YES
144,aba_500_0.1_10_10_7.aba,s30,YES,0.25,corr,YES
145,aba_100_0.3_10_10_7.aba,s20,YES,0.1,corr,YES
146,aba_25_0.1_5_5_8.aba,s14,NO,0.08,corr,NO
147,aba_5000_0.1_5_5_3.aba,s1979,NO,2.79,corr,NO
148,aba_100_0.3_10_10_3.aba,s41,NO,0.1,corr,NO
149,aba_25_0.1_10_10_7.aba,s4,NO,0.08,corr,NO
150,aba_100_0.3_10_10_4.aba,s28,YES,0.14,corr,YES
151,aba_25_0.1_10_10_6.aba,s1,YES,0.08,corr,YES
152,aba_25_0.3_5_5_1.aba,s13,NO,0.08,corr,NO
153,aba_5000_0.1_5_5_7.aba,s378,YES,2.63,corr,YES
154,aba_2000_0.3_10_10_8.aba,s719,NO,115.89,corr,NO
155,aba_500_0.3_10_5_2.aba,s225,YES,0.28,corr,YES
156,aba_5000_0.1_5_5_9.aba,s702,NO,2.59,corr,NO
157,aba_5000_0.3_5_10_3.aba,s2417,YES,2.52,corr,YES
158,aba_100_0.1_5_10_8.aba,s1,NO,0.08,corr,NO
159,aba_100_0.1_5_5_8.aba,s53,YES,0.08,corr,YES
