id,instance,goal,result,duration,verdict,corr_result
370,aba_100_0.3_5_10_9.aba,s15,NO,2.52,corr,NO
371,aba_5000_0.3_10_5_7.aba,s1952,,600.0,TIMEOUT,YES
372,aba_5000_0.1_10_10_2.aba,s2987,,600.0,TIMEOUT,YES
373,aba_25_0.3_10_10_9.aba,s9,NO,2.21,corr,NO
374,aba_5000_0.1_10_5_1.aba,s3347,,600.0,TIMEOUT,YES
375,aba_100_0.3_5_10_8.aba,s20,YES,0.37,corr,YES
376,aba_25_0.3_5_10_8.aba,s25,NO,0.68,corr,NO
377,aba_100_0.3_10_5_7.aba,s67,,600.0,TIMEOUT,YES
378,aba_500_0.3_5_10_4.aba,s6,YES,1.12,corr,YES
379,aba_2000_0.3_10_5_5.aba,s303,,600.0,TIMEOUT,YES
380,aba_500_0.1_10_10_1.aba,s347,YES,6.4,corr,YES
381,aba_500_0.3_5_5_8.aba,s455,,600.0,TIMEOUT,YES
382,aba_100_0.3_10_5_2.aba,s14,NO,58.83,corr,NO
383,aba_2000_0.3_5_5_8.aba,s1235,,600.0,TIMEOUT,NO
384,aba_5000_0.1_10_5_2.aba,s1824,,600.0,TIMEOUT,YES
385,aba_500_0.1_10_5_3.aba,s281,,600.0,TIMEOUT,NO
386,aba_2000_0.3_5_10_2.aba,s471,YES,14.78,corr,YES
387,aba_100_0.1_10_10_0.aba,s96,YES,0.93,corr,YES
388,aba_5000_0.3_5_10_7.aba,s728,YES,171.84,corr,YES
389,aba_2000_0.3_10_10_6.aba,s1247,,600.0,TIMEOUT,NO
390,aba_500_0.3_5_10_3.aba,s239,YES,3.84,corr,YES
391,aba_100_0.1_5_10_5.aba,s4,YES,0.32,corr,YES
392,aba_5000_0.1_10_5_6.aba,s4443,,600.0,TIMEOUT,YES
393,aba_100_0.3_10_5_8.aba,s10,NO,36.69,corr,NO
394,aba_5000_0.1_10_5_3.aba,s2070,,600.0,TIMEOUT,YES
395,aba_25_0.3_5_10_7.aba,s8,YES,0.45,corr,YES
396,aba_5000_0.3_10_10_8.aba,s1474,,600.0,TIMEOUT,NO
397,aba_500_0.1_5_10_7.aba,s42,YES,1.7,corr,YES
398,aba_500_0.3_10_10_3.aba,s53,,600.0,TIMEOUT,NO
399,aba_500_0.1_5_10_6.aba,s6,YES,1.85,corr,YES
400,aba_2000_0.1_5_10_9.aba,s74,YES,18.72,corr,YES
